mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
reverse,848,127,-,721,721,True,True,True,True,True,True,False,0,3
reverse,614,354,-,260,260,True,True,True,True,True,True,True,1,3
reverse,726,636,+,1362,1362,True,True,True,True,True,True,True,2,3
reverse,506,381,+,887,887,True,True,True,True,True,True,False,0,3
reverse,70,978,-,-908,-908,True,True,True,True,True,True,True,2,3
reverse,648,263,-,385,385,True,True,True,True,True,True,True,1,3
reverse,269,604,-,-335,-335,True,True,True,True,True,True,False,0,3
reverse,656,598,+,1254,1254,True,True,True,True,True,True,True,3,3
reverse,296,289,-,7,7,True,True,True,True,True,True,False,0,3
reverse,424,220,+,644,644,True,True,True,True,True,True,False,0,3
reverse,343,132,-,211,211,True,True,True,True,True,True,False,0,3
reverse,124,312,+,436,436,True,True,True,True,True,True,False,0,3
reverse,295,434,+,729,729,True,True,True,True,True,True,True,1,3
reverse,455,321,+,776,776,True,True,True,True,True,True,False,0,3
reverse,254,806,-,-552,-552,True,True,True,True,True,True,True,1,3
reverse,619,769,+,1388,1388,True,True,True,True,True,True,True,2,3
reverse,996,129,+,1125,1125,True,True,True,True,True,True,True,3,3
reverse,756,507,-,249,249,True,True,True,True,True,True,True,1,3
reverse,122,616,+,738,738,True,True,True,True,True,True,False,0,3
reverse,646,352,+,998,998,True,True,True,True,True,True,False,0,3
reverse,826,371,+,1197,1197,True,True,True,True,True,True,True,1,3
reverse,167,812,-,-645,-645,True,True,True,True,True,True,False,0,3
reverse,119,217,+,336,336,True,True,True,True,True,True,True,1,3
reverse,719,946,-,-227,-227,True,True,True,True,True,True,True,1,3
reverse,547,870,-,-323,-323,True,True,True,True,True,True,True,1,3
reverse,229,497,+,726,726,True,True,True,True,True,True,True,2,3
reverse,35,219,+,254,254,True,True,True,True,True,True,True,1,3
reverse,958,173,+,1131,1131,True,True,True,True,True,True,True,3,3
reverse,732,199,+,931,931,True,True,True,True,True,True,True,2,3
reverse,654,42,+,696,696,True,True,True,True,True,True,False,0,3
reverse,974,306,+,1280,1280,True,True,True,True,True,True,True,2,3
reverse,342,288,+,630,630,True,True,True,True,True,True,True,2,3
reverse,881,701,+,1582,1582,True,True,True,True,True,True,True,1,3
reverse,440,474,+,914,914,True,True,True,True,True,True,True,1,3
reverse,252,546,+,798,798,True,True,True,True,True,True,False,0,3
reverse,282,276,-,6,6,True,True,True,True,True,True,False,0,3
reverse,410,396,-,14,14,True,True,True,True,True,True,True,1,3
reverse,885,627,+,1512,1512,True,True,True,True,True,True,True,3,3
reverse,702,142,-,560,560,True,True,True,True,True,True,True,1,3
reverse,874,985,+,1859,1859,True,True,True,True,True,True,True,2,3
reverse,347,408,-,-61,-61,True,True,True,True,True,True,False,0,3
reverse,592,112,+,704,704,True,True,True,True,True,True,True,1,3
reverse,52,787,+,839,939,False,True,True,False,True,True,True,1,3
reverse,29,251,+,280,280,True,True,True,True,True,True,True,1,3
reverse,761,757,+,1518,1518,True,True,True,True,True,True,True,2,3
reverse,176,767,-,-591,-591,True,True,True,True,True,True,True,1,3
reverse,529,431,+,960,960,True,True,True,True,True,True,True,1,3
reverse,344,513,-,-169,-169,True,True,True,True,True,True,False,0,3
reverse,993,452,-,541,541,True,True,True,True,True,True,False,0,3
reverse,222,874,-,-652,-652,True,True,True,True,True,True,True,2,3
reverse,352,522,-,-170,-170,True,True,True,True,True,True,False,0,3
reverse,981,820,+,1801,1801,True,True,True,True,True,True,True,2,3
reverse,340,900,-,-560,-560,True,True,True,True,True,True,False,0,3
reverse,156,120,-,36,36,True,True,True,True,True,True,False,0,3
reverse,779,378,-,401,401,True,True,True,True,True,True,False,0,3
reverse,996,776,+,1772,1772,True,True,True,True,True,True,True,3,3
reverse,922,695,+,1617,1617,True,True,True,True,True,True,True,2,3
reverse,615,239,-,376,376,True,True,True,True,True,True,True,2,3
reverse,592,763,+,1355,1355,True,True,True,True,True,True,True,2,3
reverse,474,135,+,609,609,True,True,True,True,True,True,True,1,3
reverse,682,598,+,1280,1280,True,True,True,True,True,True,True,3,3
reverse,489,266,-,223,223,True,True,True,True,True,True,False,0,3
reverse,907,477,+,1384,1384,True,True,True,True,True,True,True,2,3
reverse,789,438,-,351,351,True,True,True,True,True,True,False,0,3
reverse,504,819,-,-315,-315,True,True,True,True,True,True,True,2,3
reverse,705,511,+,1216,1216,True,True,True,True,True,True,True,1,3
reverse,415,61,+,476,476,True,True,True,True,True,True,False,0,3
reverse,625,653,-,-28,-28,True,True,True,True,True,True,True,1,3
reverse,51,196,-,-145,-45,False,True,True,False,True,True,True,2,3
reverse,77,712,-,-635,-535,False,True,True,False,True,True,False,0,3
reverse,921,357,-,564,564,True,True,True,True,True,True,True,2,3
reverse,635,993,+,1628,1628,True,True,True,True,True,True,True,2,3
reverse,531,912,-,-381,-381,True,True,True,True,True,True,True,1,3
reverse,71,703,+,774,874,False,True,True,False,True,True,False,0,3
reverse,714,908,-,-194,-194,True,True,True,True,True,True,True,1,3
reverse,348,5,-,343,243,False,True,True,False,True,True,False,0,3
reverse,544,406,+,950,950,True,True,True,True,True,True,True,1,3
reverse,882,406,-,476,476,True,True,True,True,True,True,True,1,3
reverse,679,712,-,-33,-33,True,True,True,True,True,True,False,0,3
reverse,119,2,-,117,17,False,True,True,False,True,True,False,0,3
reverse,865,958,-,-93,-93,True,True,True,True,True,True,False,0,3
reverse,210,171,+,381,381,True,True,True,True,True,True,False,0,3
reverse,983,185,+,1168,1168,True,True,True,True,True,True,True,2,3
reverse,816,521,+,1337,1337,True,True,True,True,True,True,True,1,3
reverse,266,0,+,266,266,True,True,True,True,True,True,False,0,3
reverse,459,225,+,684,684,True,True,True,True,True,True,True,1,3
reverse,884,576,+,1460,1460,True,True,True,True,True,True,True,3,3
reverse,71,359,+,430,530,False,True,True,False,True,True,True,2,3
reverse,320,971,+,1291,1291,True,True,True,True,True,True,True,1,3
reverse,311,50,-,261,161,False,True,True,False,True,True,True,1,3
reverse,767,105,+,872,872,True,True,True,True,True,True,True,1,3
reverse,288,354,-,-66,-66,True,True,True,True,True,True,False,0,3
reverse,208,342,-,-134,-134,True,True,True,True,True,True,True,1,3
reverse,193,441,-,-248,-248,True,True,True,True,True,True,False,0,3
reverse,190,493,+,683,683,True,True,True,True,True,True,True,1,3
reverse,341,464,-,-123,-123,True,True,True,True,True,True,True,2,3
reverse,201,441,-,-240,-240,True,True,True,True,True,True,True,1,3
reverse,817,117,-,700,700,True,True,True,True,True,True,False,0,3
reverse,943,366,+,1309,1309,True,True,True,True,True,True,True,2,3
reverse,675,518,+,1193,1193,True,True,True,True,True,True,True,2,3
reverse,689,861,-,-172,-172,True,True,True,True,True,True,False,0,3
reverse,446,164,-,282,282,True,True,True,True,True,True,True,1,3
reverse,645,186,+,831,831,True,True,True,True,True,True,True,2,3
reverse,88,652,+,740,740,True,True,True,True,True,True,True,2,3
reverse,713,634,-,79,79,True,True,True,True,True,True,True,1,3
reverse,499,548,+,1047,1047,True,True,True,True,True,True,True,3,3
reverse,94,41,+,135,135,True,True,True,True,True,True,True,1,2
reverse,604,351,+,955,955,True,True,True,True,True,True,False,0,3
reverse,540,41,+,581,581,True,True,True,True,True,True,False,0,3
reverse,335,876,-,-541,-541,True,True,True,True,True,True,True,2,3
reverse,957,906,+,1863,1863,True,True,True,True,True,True,True,2,3
reverse,738,929,-,-191,-191,True,True,True,True,True,True,True,1,3
reverse,41,825,-,-784,-784,True,True,True,True,True,True,True,1,3
reverse,787,506,-,281,281,True,True,True,True,True,True,False,0,3
reverse,116,301,-,-185,-185,True,True,True,True,True,True,False,0,3
reverse,468,525,+,993,993,True,True,True,True,True,True,True,1,3
reverse,959,403,-,556,556,True,True,True,True,True,True,False,0,3
reverse,69,446,-,-377,-277,False,True,True,False,True,True,False,0,3
reverse,164,974,-,-810,-810,True,True,True,True,True,True,True,1,3
reverse,651,639,+,1290,1290,True,True,True,True,True,True,True,2,3
reverse,762,549,+,1311,1311,True,True,True,True,True,True,True,3,3
reverse,366,12,-,354,254,False,True,True,False,True,True,False,0,3
reverse,854,70,-,784,684,False,True,True,False,True,True,True,1,3
reverse,621,37,+,658,758,False,True,True,False,True,True,False,0,3
reverse,390,728,+,1118,1118,True,True,True,True,True,True,True,2,3
reverse,184,157,-,27,27,True,True,True,True,True,True,False,0,3
reverse,640,532,+,1172,1172,True,True,True,True,True,True,True,1,3
reverse,790,484,+,1274,1274,True,True,True,True,True,True,True,2,3
reverse,80,655,+,735,735,True,True,True,True,True,True,True,1,3
reverse,389,652,-,-263,-263,True,True,True,True,True,True,False,0,3
reverse,478,327,-,151,151,True,True,True,True,True,True,False,0,3
reverse,202,125,+,327,327,True,True,True,True,True,True,False,0,3
reverse,325,679,+,1004,1004,True,True,True,True,True,True,True,3,3
reverse,610,758,+,1368,1368,True,True,True,True,True,True,True,1,3
reverse,773,940,+,1713,1713,True,True,True,True,True,True,True,2,3
reverse,324,692,-,-368,-368,True,True,True,True,True,True,True,1,3
reverse,441,616,-,-175,-175,True,True,True,True,True,True,True,1,3
reverse,161,424,-,-263,-263,True,True,True,True,True,True,True,1,3
reverse,808,496,-,312,312,True,True,True,True,True,True,True,1,3
reverse,905,689,+,1594,1594,True,True,True,True,True,True,True,2,3
reverse,730,660,+,1390,1390,True,True,True,True,True,True,True,1,3
reverse,294,152,-,142,142,True,True,True,True,True,True,False,0,3
reverse,368,317,+,685,685,True,True,True,True,True,True,True,1,3
reverse,891,819,+,1710,1710,True,True,True,True,True,True,True,3,3
reverse,404,112,+,516,516,True,True,True,True,True,True,False,0,3
reverse,303,355,-,-52,-52,True,True,True,True,True,True,True,1,3
reverse,334,709,-,-375,-375,True,True,True,True,True,True,True,1,3
reverse,314,967,-,-653,-653,True,True,True,True,True,True,True,2,3
reverse,810,477,+,1287,1287,True,True,True,True,True,True,True,1,3
reverse,301,879,-,-578,-578,True,True,True,True,True,True,True,2,3
reverse,522,548,+,1070,1070,True,True,True,True,True,True,True,2,3
reverse,858,118,-,740,740,True,True,True,True,True,True,False,0,3
reverse,453,316,-,137,137,True,True,True,True,True,True,True,1,3
reverse,540,950,-,-410,-410,True,True,True,True,True,True,True,1,3
reverse,54,115,-,-61,39,False,False,True,True,False,False,False,0,3
reverse,302,381,-,-79,-79,True,True,True,True,True,True,True,1,3
reverse,735,190,-,545,545,True,True,True,True,True,True,True,1,3
reverse,528,391,-,137,137,True,True,True,True,True,True,True,1,3
reverse,751,573,+,1324,1324,True,True,True,True,True,True,True,2,3
reverse,290,179,-,111,111,True,True,True,True,True,True,True,1,3
reverse,943,628,-,315,315,True,True,True,True,True,True,True,1,3
reverse,882,626,+,1508,1508,True,True,True,True,True,True,True,2,3
reverse,135,991,+,1126,1126,True,True,True,True,True,True,True,2,3
reverse,64,716,+,780,780,True,True,True,True,True,True,True,1,3
reverse,561,669,+,1230,1230,True,True,True,True,True,True,True,3,3
reverse,135,148,+,283,283,True,True,True,True,True,True,True,1,3
reverse,269,982,-,-713,-713,True,True,True,True,True,True,True,1,3
reverse,355,753,-,-398,-398,True,True,True,True,True,True,False,0,3
reverse,791,894,+,1685,1685,True,True,True,True,True,True,True,2,3
reverse,271,685,-,-414,-414,True,True,True,True,True,True,True,2,3
reverse,826,922,-,-96,-96,True,True,True,True,True,True,False,0,3
reverse,565,964,+,1529,1529,True,True,True,True,True,True,True,2,3
reverse,672,263,+,935,935,True,True,True,True,True,True,True,1,3
reverse,148,180,-,-32,-32,True,True,True,True,True,True,True,1,3
reverse,767,553,-,214,214,True,True,True,True,True,True,False,0,3
reverse,920,43,+,963,1063,False,True,False,False,True,True,False,0,3
reverse,36,92,+,128,128,True,True,True,True,True,True,True,1,2
reverse,96,365,-,-269,-169,False,True,True,False,True,True,False,0,3
reverse,346,35,+,381,381,True,True,True,True,True,True,True,1,3
reverse,534,755,+,1289,1289,True,True,True,True,True,True,True,1,3
reverse,303,892,-,-589,-589,True,True,True,True,True,True,True,1,3
reverse,785,911,+,1696,1696,True,True,True,True,True,True,True,1,3
reverse,513,184,+,697,697,True,True,True,True,True,True,False,0,3
reverse,289,413,-,-124,-124,True,True,True,True,True,True,False,0,3
reverse,397,906,+,1303,1303,True,True,True,True,True,True,True,3,3
reverse,287,657,-,-370,-370,True,True,True,True,True,True,False,0,3
reverse,190,88,-,102,2,False,True,True,False,True,True,True,1,3
reverse,104,614,+,718,718,True,True,True,True,True,True,False,0,3
reverse,366,236,-,130,130,True,True,True,True,True,True,False,0,3
reverse,800,436,-,364,364,True,True,True,True,True,True,True,2,3
reverse,60,92,+,152,152,True,True,True,True,True,True,True,1,2
reverse,29,980,+,1009,1109,False,True,True,False,True,True,True,2,3
reverse,195,738,-,-543,-543,True,True,True,True,True,True,True,1,3
reverse,369,507,+,876,876,True,True,True,True,True,True,True,1,3
reverse,19,75,+,94,94,True,True,True,True,True,True,True,1,2
reverse,433,118,+,551,551,True,True,True,True,True,True,True,1,3
reverse,364,384,-,-20,-20,True,True,True,True,True,True,True,1,3
reverse,809,48,+,857,957,False,True,True,False,True,True,True,1,3
reverse,526,205,+,731,731,True,True,True,True,True,True,True,1,3
reverse,133,391,+,524,524,True,True,True,True,True,True,True,1,3
reverse,187,882,-,-695,-695,True,True,True,True,True,True,False,0,3
reverse,510,38,+,548,548,True,True,True,True,True,True,False,0,3
reverse,453,354,-,99,99,True,True,True,True,True,True,False,0,3
reverse,140,511,+,651,651,True,True,True,True,True,True,False,0,3
reverse,564,24,+,588,588,True,True,True,True,True,True,False,0,3
reverse,866,547,-,319,319,True,True,True,True,True,True,True,1,3
reverse,441,858,-,-417,-417,True,True,True,True,True,True,True,2,3
reverse,785,237,-,548,548,True,True,True,True,True,True,True,1,3
reverse,136,840,+,976,976,True,True,True,True,True,True,False,0,3
reverse,96,633,-,-537,-437,False,True,True,False,True,True,False,0,3
reverse,106,865,+,971,971,True,True,True,True,True,True,True,1,3
reverse,710,620,+,1330,1330,True,True,True,True,True,True,True,1,3
reverse,773,353,+,1126,1126,True,True,True,True,True,True,True,2,3
reverse,508,467,-,41,41,True,True,True,True,True,True,True,1,3
reverse,701,477,-,224,224,True,True,True,True,True,True,True,2,3
reverse,386,734,+,1120,1120,True,True,True,True,True,True,True,3,3
reverse,184,420,+,604,604,True,True,True,True,True,True,True,1,3
reverse,488,39,+,527,527,True,True,True,True,True,True,True,2,3
reverse,140,509,-,-369,-369,True,True,True,True,True,True,True,1,3
reverse,179,166,-,13,13,True,True,True,True,True,True,False,0,3
reverse,887,242,-,645,645,True,True,True,True,True,True,False,0,3
reverse,163,727,+,890,890,True,True,True,True,True,True,True,1,3
reverse,113,536,-,-423,-423,True,True,True,True,True,True,True,2,3
reverse,588,287,+,875,875,True,True,True,True,True,True,True,2,3
reverse,221,681,-,-460,-460,True,True,True,True,True,True,True,1,3
reverse,355,451,-,-96,-96,True,True,True,True,True,True,False,0,3
reverse,416,332,+,748,748,True,True,True,True,True,True,False,0,3
reverse,62,71,-,-9,-9,True,True,True,True,True,True,False,0,2
reverse,364,222,-,142,142,True,True,True,True,True,True,False,0,3
reverse,54,397,-,-343,-243,False,True,True,False,True,True,True,2,3
reverse,367,370,+,737,737,True,True,True,True,True,True,True,1,3
reverse,403,441,-,-38,-38,True,True,True,True,True,True,True,1,3
reverse,811,638,-,173,173,True,True,True,True,True,True,True,2,3
reverse,857,558,-,299,299,True,True,True,True,True,True,True,2,3
reverse,362,432,-,-70,-70,True,True,True,True,True,True,False,0,3
reverse,794,946,-,-152,-152,True,True,True,True,True,True,True,1,3
reverse,12,187,+,199,199,True,True,True,True,True,True,False,0,3
reverse,814,312,+,1126,1126,True,True,True,True,True,True,True,1,3
reverse,278,966,+,1244,1244,True,True,True,True,True,True,True,3,3
reverse,743,684,-,59,59,True,True,True,True,True,True,True,1,3
reverse,21,150,-,-129,-29,False,True,True,False,True,True,True,1,3
reverse,992,726,-,266,266,True,True,True,True,True,True,True,1,3
reverse,205,443,+,648,648,True,True,True,True,True,True,False,0,3
reverse,909,510,-,399,399,True,True,True,True,True,True,True,1,3
reverse,513,509,+,1022,1022,True,True,True,True,True,True,True,2,3
reverse,926,458,-,468,468,True,True,True,True,True,True,True,2,3
reverse,659,1,+,660,660,True,True,True,True,True,True,True,1,3
reverse,823,446,+,1269,1269,True,True,True,True,True,True,True,1,3
reverse,744,803,+,1547,1547,True,True,True,True,True,True,True,1,3
reverse,379,922,+,1301,1301,True,True,True,True,True,True,True,3,3
reverse,420,699,-,-279,-279,True,True,True,True,True,True,True,2,3
reverse,448,835,-,-387,-387,True,True,True,True,True,True,False,0,3
reverse,960,707,+,1667,1667,True,True,True,True,True,True,True,1,3
reverse,965,486,-,479,479,True,True,True,True,True,True,True,2,3
reverse,522,483,-,39,39,True,True,True,True,True,True,True,1,3
reverse,439,704,-,-265,-265,True,True,True,True,True,True,False,0,3
reverse,174,442,-,-268,-268,True,True,True,True,True,True,False,0,3
reverse,79,929,-,-850,-850,True,True,True,True,True,True,False,0,3
reverse,78,507,-,-429,-329,False,True,True,False,True,True,False,0,3
reverse,219,260,-,-41,-41,True,True,True,True,True,True,True,1,3
reverse,175,625,-,-450,-450,True,True,True,True,True,True,False,0,3
reverse,251,442,-,-191,-191,True,True,True,True,True,True,True,1,3
reverse,611,833,-,-222,-222,True,True,True,True,True,True,True,2,3
reverse,388,374,+,762,762,True,True,True,True,True,True,True,2,3
reverse,478,917,-,-439,-439,True,True,True,True,True,True,False,0,3
reverse,258,988,+,1246,1246,True,True,True,True,True,True,True,3,3
reverse,574,116,-,458,458,True,True,True,True,True,True,True,1,3
reverse,399,366,-,33,33,True,True,True,True,True,True,False,0,3
reverse,863,1,+,864,964,False,True,True,False,True,True,False,0,3
reverse,287,705,+,992,992,True,True,True,True,True,True,True,1,3
reverse,666,800,-,-134,-134,True,True,True,True,True,True,False,0,3
reverse,997,357,-,640,640,True,True,True,True,True,True,False,0,3
reverse,636,439,-,197,197,True,True,True,True,True,True,True,2,3
reverse,136,526,-,-390,-390,True,True,True,True,True,True,False,0,3
reverse,254,238,-,16,16,True,True,True,True,True,True,False,0,3
reverse,445,876,+,1321,1321,True,True,True,True,True,True,True,3,3
reverse,2,741,+,743,843,False,True,True,False,True,True,False,0,3
reverse,238,321,-,-83,-83,True,True,True,True,True,True,False,0,3
reverse,304,341,-,-37,-37,True,True,True,True,True,True,True,1,3
reverse,791,633,+,1424,1424,True,True,True,True,True,True,True,2,3
reverse,143,838,-,-695,-695,True,True,True,True,True,True,True,1,3
reverse,824,881,+,1705,1705,True,True,True,True,True,True,True,2,3
reverse,455,632,+,1087,1087,True,True,True,True,True,True,True,1,3
reverse,359,96,+,455,455,True,True,True,True,True,True,True,2,3
reverse,576,974,-,-398,-398,True,True,True,True,True,True,False,0,3
reverse,232,835,-,-603,-603,True,True,True,True,True,True,True,2,3
reverse,217,919,-,-702,-702,True,True,True,True,True,True,True,2,3
reverse,319,872,+,1191,1191,True,True,True,True,True,True,True,2,3
reverse,538,0,-,538,438,False,True,True,False,True,True,False,0,3
reverse,853,664,-,189,189,True,True,True,True,True,True,True,2,3
reverse,660,622,+,1282,1282,True,True,True,True,True,True,True,1,3
reverse,537,71,-,466,366,False,True,True,False,True,True,True,1,3
reverse,132,545,+,677,677,True,True,True,True,True,True,False,0,3
reverse,303,654,+,957,957,True,True,True,True,True,True,False,0,3
reverse,12,147,-,-135,-35,False,True,True,False,True,True,True,2,3
reverse,501,888,+,1389,1389,True,True,True,True,True,True,True,1,3
reverse,294,370,+,664,664,True,True,True,True,True,True,True,1,3
reverse,764,550,+,1314,1314,True,True,True,True,True,True,True,2,3
reverse,92,215,-,-123,-23,False,True,True,False,True,True,True,1,3
reverse,722,71,-,651,551,False,True,True,False,True,True,True,1,3
reverse,651,924,-,-273,-273,True,True,True,True,True,True,True,1,3
reverse,603,458,+,1061,1061,True,True,True,True,True,True,True,2,3
reverse,649,225,-,424,424,True,True,True,True,True,True,False,0,3
reverse,642,534,+,1176,1176,True,True,True,True,True,True,True,1,3
reverse,894,350,-,544,544,True,True,True,True,True,True,False,0,3
reverse,129,780,+,909,909,True,True,True,True,True,True,True,1,3
reverse,202,403,-,-201,-201,True,True,True,True,True,True,True,2,3
reverse,399,227,-,172,172,True,True,True,True,True,True,False,0,3
reverse,187,612,-,-425,-425,True,True,True,True,True,True,False,0,3
reverse,359,538,-,-179,-179,True,True,True,True,True,True,False,0,3
reverse,672,94,-,578,478,False,True,True,False,True,True,True,2,3
reverse,904,644,-,260,260,True,True,True,True,True,True,True,1,3
reverse,810,590,-,220,220,True,True,True,True,True,True,True,1,3
reverse,849,569,-,280,280,True,True,True,True,True,True,True,1,3
reverse,674,107,-,567,567,True,True,True,True,True,True,True,1,3
reverse,303,725,-,-422,-422,True,True,True,True,True,True,True,2,3
reverse,211,401,-,-190,-190,True,True,True,True,True,True,False,0,3
reverse,747,272,-,475,475,True,True,True,True,True,True,True,1,3
reverse,337,833,-,-496,-496,True,True,True,True,True,True,False,0,3
reverse,998,27,-,971,871,False,True,True,False,True,True,False,0,3
reverse,632,513,-,119,119,True,True,True,True,True,True,True,1,3
reverse,164,424,+,588,588,True,True,True,True,True,True,False,0,3
reverse,230,633,-,-403,-403,True,True,True,True,True,True,True,2,3
reverse,124,625,-,-501,-501,True,True,True,True,True,True,True,2,3
reverse,282,514,+,796,796,True,True,True,True,True,True,False,0,3
reverse,836,274,-,562,562,True,True,True,True,True,True,True,1,3
reverse,953,12,+,965,1065,False,True,False,False,True,True,False,0,3
reverse,843,545,-,298,298,True,True,True,True,True,True,True,2,3
reverse,302,228,+,530,530,True,True,True,True,True,True,True,1,3
reverse,118,816,-,-698,-698,True,True,True,True,True,True,False,0,3
reverse,412,84,+,496,496,True,True,True,True,True,True,False,0,3
reverse,939,31,-,908,908,True,True,True,True,True,True,False,0,3
reverse,419,109,+,528,528,True,True,True,True,True,True,True,1,3
reverse,666,407,+,1073,1073,True,True,True,True,True,True,True,2,3
reverse,980,787,-,193,193,True,True,True,True,True,True,True,2,3
reverse,715,994,-,-279,-279,True,True,True,True,True,True,True,1,3
reverse,748,828,-,-80,-80,True,True,True,True,True,True,False,0,3
reverse,991,223,-,768,768,True,True,True,True,True,True,True,1,3
reverse,485,643,+,1128,1128,True,True,True,True,True,True,True,2,3
reverse,918,579,-,339,339,True,True,True,True,True,True,True,2,3
reverse,161,12,-,149,49,False,True,True,False,True,True,True,1,3
reverse,78,807,-,-729,-729,True,True,True,True,True,True,False,0,3
reverse,854,408,+,1262,1262,True,True,True,True,True,True,True,2,3
reverse,758,899,-,-141,-141,True,True,True,True,True,True,True,2,3
reverse,281,607,-,-326,-326,True,True,True,True,True,True,True,1,3
reverse,595,238,-,357,357,True,True,True,True,True,True,True,1,3
reverse,57,586,+,643,643,True,True,True,True,True,True,True,2,3
reverse,98,866,+,964,964,True,True,True,True,True,True,True,2,3
reverse,847,18,-,829,729,False,True,True,False,True,True,True,1,3
reverse,981,195,-,786,786,True,True,True,True,True,True,True,2,3
reverse,711,439,+,1150,1150,True,True,True,True,True,True,True,2,3
reverse,573,745,-,-172,-172,True,True,True,True,True,True,True,1,3
reverse,463,616,+,1079,1079,True,True,True,True,True,True,True,1,3
reverse,89,838,+,927,1027,False,True,False,False,True,True,True,2,3
reverse,866,3,-,863,863,True,True,True,True,True,True,False,0,3
reverse,229,683,-,-454,-454,True,True,True,True,True,True,True,1,3
reverse,399,901,+,1300,1300,True,True,True,True,True,True,True,3,3
reverse,958,723,-,235,235,True,True,True,True,True,True,False,0,3
reverse,847,379,+,1226,1226,True,True,True,True,True,True,True,3,3
reverse,333,589,+,922,922,True,True,True,True,True,True,True,2,3
reverse,15,641,-,-626,-526,False,True,True,False,True,True,True,1,3
reverse,661,214,+,875,875,True,True,True,True,True,True,False,0,3
reverse,424,399,-,25,25,True,True,True,True,True,True,True,1,3
reverse,395,623,-,-228,-228,True,True,True,True,True,True,False,0,3
reverse,723,627,+,1350,1350,True,True,True,True,True,True,True,2,3
reverse,371,209,-,162,162,True,True,True,True,True,True,True,1,3
reverse,428,340,-,88,88,True,True,True,True,True,True,True,1,3
reverse,808,397,+,1205,1205,True,True,True,True,True,True,True,3,3
reverse,486,704,-,-218,-218,True,True,True,True,True,True,False,0,3
reverse,960,141,-,819,819,True,True,True,True,True,True,True,1,3
reverse,924,466,-,458,458,True,True,True,True,True,True,True,2,3
reverse,669,967,-,-298,-298,True,True,True,True,True,True,False,0,3
reverse,148,433,+,581,581,True,True,True,True,True,True,True,1,3
reverse,208,544,+,752,752,True,True,True,True,True,True,True,1,3
reverse,321,685,-,-364,-364,True,True,True,True,True,True,True,2,3
reverse,546,466,+,1012,1012,True,True,True,True,True,True,True,3,3
reverse,10,46,-,-36,-36,True,True,True,True,True,True,True,1,2
reverse,609,230,+,839,839,True,True,True,True,True,True,False,0,3
reverse,689,718,-,-29,-29,True,True,True,True,True,True,False,0,3
reverse,908,382,+,1290,1290,True,True,True,True,True,True,True,2,3
reverse,19,340,-,-321,-221,False,True,True,False,True,True,True,1,3
reverse,409,324,-,85,85,True,True,True,True,True,True,True,1,3
reverse,987,69,+,1056,1156,False,True,True,False,True,True,True,3,3
reverse,905,475,-,430,430,True,True,True,True,True,True,True,1,3
reverse,828,501,-,327,327,True,True,True,True,True,True,False,0,3
reverse,85,107,+,192,192,True,True,True,True,True,True,True,1,3
reverse,18,59,+,77,77,True,True,True,True,True,True,True,1,2
reverse,83,524,+,607,607,True,True,True,True,True,True,True,1,3
reverse,721,782,-,-61,-61,True,True,True,True,True,True,True,1,3
reverse,524,657,+,1181,1181,True,True,True,True,True,True,True,2,3
reverse,486,73,-,413,313,False,True,True,False,True,True,False,0,3
reverse,192,551,-,-359,-359,True,True,True,True,True,True,False,0,3
reverse,114,254,-,-140,-140,True,True,True,True,True,True,True,1,3
reverse,238,577,-,-339,-339,True,True,True,True,True,True,True,1,3
reverse,135,854,-,-719,-719,True,True,True,True,True,True,True,1,3
reverse,941,857,+,1798,1798,True,True,True,True,True,True,True,1,3
reverse,466,219,+,685,685,True,True,True,True,True,True,True,1,3
reverse,413,696,-,-283,-283,True,True,True,True,True,True,True,2,3
reverse,480,261,-,219,219,True,True,True,True,True,True,True,1,3
reverse,857,93,-,764,664,False,True,True,False,True,True,True,1,3
reverse,846,772,+,1618,1618,True,True,True,True,True,True,True,2,3
reverse,120,957,-,-837,-837,True,True,True,True,True,True,True,2,3
reverse,683,966,+,1649,1649,True,True,True,True,True,True,True,2,3
reverse,764,736,+,1500,1500,True,True,True,True,True,True,True,3,3
reverse,55,597,-,-542,-442,False,True,True,False,True,True,True,2,3
reverse,834,401,+,1235,1235,True,True,True,True,True,True,True,1,3
reverse,150,303,-,-153,-153,True,True,True,True,True,True,True,1,3
reverse,641,232,+,873,873,True,True,True,True,True,True,False,0,3
reverse,357,878,-,-521,-521,True,True,True,True,True,True,True,2,3
reverse,984,84,+,1068,1168,False,True,True,False,True,True,True,2,3
reverse,537,179,-,358,358,True,True,True,True,True,True,True,2,3
reverse,610,419,-,191,191,True,True,True,True,True,True,True,2,3
reverse,690,172,-,518,518,True,True,True,True,True,True,True,1,3
reverse,189,723,+,912,912,True,True,True,True,True,True,True,2,3
reverse,143,204,+,347,347,True,True,True,True,True,True,False,0,3
reverse,996,768,-,228,228,True,True,True,True,True,True,True,1,3
reverse,316,173,-,143,143,True,True,True,True,True,True,True,1,3
reverse,631,457,+,1088,1088,True,True,True,True,True,True,True,1,3
reverse,983,217,-,766,766,True,True,True,True,True,True,True,1,3
reverse,124,960,-,-836,-836,True,True,True,True,True,True,True,1,3
reverse,545,735,-,-190,-190,True,True,True,True,True,True,False,0,3
